floor,seed,source,item,quantity,durability,uses,loaded,spare,x,y
4,36,ground,Medkit,1,0,0,0,0,74,13
4,36,ground,Ammo,1,0,0,0,0,36,12
4,36,ground,Shield Lantern,1,24,0,0,0,73,143
4,36,ground,Ammo,1,0,0,0,0,80,149
4,36,ground,Ammo,1,0,0,0,0,100,81
4,36,ground,Ammo,1,0,0,0,0,73,11
4,36,ground,Flint Knife,1,60,0,0,0,61,9
4,36,ground,Pickaxe,1,32,0,0,0,7,62
4,36,ground,Crossbow,1,0,0,1,16,86,118
4,36,ground,Hatchet,1,35,0,0,0,101,107
4,36,wall,Crossbow,1,0,0,1,16,30,16
4,36,wall,Bandage,3,0,0,0,0,92,73
4,37,stored,Flint Knife,1,60,0,0,0,57,99
4,37,ground,Stick,1,18,0,0,0,79,81
4,37,ground,Sleep Meds,3,0,0,0,0,23,119
4,37,ground,Fried Egg,2,0,0,0,0,34,111
4,37,ground,Pickaxe,1,32,0,0,0,100,52
4,37,ground,Throwing Net,2,0,0,0,0,101,52
4,37,ground,Torch,1,90,0,0,0,78,55
4,37,ground,River Fish,5,0,0,0,0,75,100
4,37,ground,Fishing Line,1,0,20,0,0,73,99
4,37,ground,River Fish,4,0,0,0,0,53,36
4,37,ground,Fishing Line,1,0,20,0,0,53,39
4,37,ground,Blunderbuss,1,0,0,2,14,99,28
4,37,carried,Buckler,1,30,0,0,0,12,60
4,37,ground,Sleep Meds,3,0,0,0,0,83,83
4,37,ground,Water flask,2,0,0,0,0,78,97
4,37,ground,Lantern Seed,1,0,0,0,0,62,97
4,37,ground,Fungal Bread,1,0,0,0,0,53,71
4,37,ground,Fungal Bread,1,0,0,0,0,60,60
4,37,ground,Bandage,2,0,0,0,0,39,69
4,37,ground,Ammo,1,0,0,0,0,109,34
4,37,ground,Ammo,1,0,0,0,0,6,53
4,37,stored,Acorn Mine,2,0,0,0,0,46,79
4,38,stored,Bow,1,0,0,20,0,121,12
4,38,ground,Stick,1,18,0,0,0,77,15
4,38,ground,Bomb,2,0,0,0,0,29,42
4,38,ground,Stick,1,18,0,0,0,77,85
4,38,carried,Buckler,1,30,0,0,0,122,32
4,38,ground,Flint Knife,1,60,0,0,0,61,78
4,38,ground,Ammo,1,0,0,0,0,86,29
4,38,ground,Lighter,1,0,20,0,0,100,15
4,38,ground,Ammo,1,0,0,0,0,98,10
4,38,ground,Hunting Spear,1,45,0,0,0,80,56
4,38,ground,Bandage,2,0,0,0,0,74,62
4,38,ground,Thorn Caltrops,2,0,0,0,0,95,59
4,38,ground,Ammo,1,0,0,0,0,101,56
4,38,ground,Herb Bag,1,0,4,0,0,101,34
4,38,ground,Bandage,2,0,0,0,0,54,83
4,38,ground,Ammo,1,0,0,0,0,103,81
4,38,wall,Stick,1,18,0,0,0,71,68
4,39,stored,Pickaxe,1,32,0,0,0,55,121
4,39,ground,Stick,1,18,0,0,0,55,80
4,39,ground,Pickaxe,1,32,0,0,0,83,102
4,39,ground,Spring Trap,2,0,0,0,0,12,35
4,39,ground,Rake,1,400,0,0,0,56,117
4,39,ground,Bandage,2,0,0,0,0,60,117
4,39,ground,Chili,1,0,0,0,0,30,80
4,39,ground,Ammo,1,0,0,0,0,79,123
4,39,ground,Fungal Bread,1,0,0,0,0,34,50
4,39,ground,Bandage,2,0,0,0,0,39,101
4,39,ground,Ammo,1,0,0,0,0,33,36
4,39,ground,Ammo,1,0,0,0,0,12,17
4,39,ground,Wooden Maul,1,24,0,0,0,61,96
4,39,wall,Sap jar,2,0,0,0,0,30,25
4,39,wall,Hatchet,1,35,0,0,0,33,66
4,40,stored,Crossbow,1,0,0,1,16,77,79
4,40,ground,Stick,1,18,0,0,0,78,58
4,40,ground,Hatchet,1,35,0,0,0,20,62
4,40,ground,Bow,1,0,0,20,0,59,30
4,40,ground,Digging Claws,1,200,0,0,0,59,79
4,40,ground,Blunderbuss,1,0,0,2,14,36,93
4,40,carried,Buckler,1,30,0,0,0,53,99
4,40,ground,Torch,1,90,0,0,0,62,12
4,40,ground,Lighter,1,0,20,0,0,30,93
4,40,ground,Splint,1,0,2,0,0,77,75
4,40,ground,Ammo,1,0,0,0,0,73,80
4,40,ground,Medkit,1,0,0,0,0,53,93
4,40,ground,Bandage,2,0,0,0,0,63,100
4,40,ground,Bandage,2,0,0,0,0,51,99
4,40,ground,Ammo,1,0,0,0,0,51,95
4,40,ground,River Fish,2,0,0,0,0,70,48
4,40,ground,River Fish,5,0,0,0,0,61,62
4,40,ground,River Fish,3,0,0,0,0,56,78
4,40,ground,Resin Glue,1,0,0,0,0,84,39
4,40,ground,Throwing Rock,3,0,0,0,0,71,8
4,40,wall,Bandage,3,0,0,0,0,76,89
4,41,stored,Torch,1,90,0,0,0,101,99
4,41,ground,Stick,1,18,0,0,0,77,57
4,41,ground,River Fish,3,0,0,0,0,74,36
4,41,ground,River Fish,4,0,0,0,0,82,84
4,41,ground,Pickaxe,1,32,0,0,0,15,54
4,41,carried,Buckler,1,30,0,0,0,99,61
4,41,carried,Buckler,1,30,0,0,0,38,95
4,41,ground,Seed Bag,1,0,6,0,0,40,52
4,41,ground,Water flask,2,0,0,0,0,84,36
4,41,ground,Water flask,2,0,0,0,0,80,71
4,41,ground,Ammo,1,0,0,0,0,62,81
4,41,ground,Fungal Bread,1,0,0,0,0,55,30
4,41,ground,Digging Claws,1,200,0,0,0,120,41
4,41,ground,Ammo,1,0,0,0,0,123,38
4,41,ground,Fungal Bread,1,0,0,0,0,126,85
4,41,ground,Herb Bag,1,0,4,0,0,34,104
4,41,ground,Ammo,1,0,0,0,0,54,15
4,41,ground,River Fish,5,0,0,0,0,61,99
4,41,ground,River Fish,3,0,0,0,0,76,102
4,41,stored,Bow,1,0,0,20,0,78,29
4,41,stored,Bomb,2,0,0,0,0,54,80
4,41,ground,Fried Egg,2,0,0,0,0,96,54
4,41,wall,Bandage,3,0,0,0,0,80,24
4,41,wall,Pickaxe,1,32,0,0,0,46,81
4,42,stored,Digging Claws,1,200,0,0,0,33,79
4,42,ground,Stick,1,18,0,0,0,56,59
4,42,ground,Fungal Bread,1,0,0,0,0,12,36
4,42,ground,Rake,1,400,0,0,0,18,41
4,42,ground,Hunting Spear,1,45,0,0,0,9,29
4,42,ground,River Fish,6,0,0,0,0,35,80
4,42,ground,Crossbow,1,0,0,1,16,38,96
4,42,carried,Buckler,1,30,0,0,0,29,120
4,42,ground,Seed Bag,1,0,6,0,0,77,125
4,42,ground,Bird Seed,3,0,0,0,0,53,84
4,42,ground,Herb Bag,1,0,4,0,0,51,83
4,42,ground,Bird Seed,1,0,0,0,0,59,99
4,42,ground,Herb Bag,1,0,4,0,0,62,103
4,42,ground,Fungal Bread,1,0,0,0,0,27,56
4,42,ground,Ammo,1,0,0,0,0,73,103
4,42,ground,Ammo,1,0,0,0,0,28,125
4,42,ground,Torch,1,90,0,0,0,37,106
4,42,ground,Hatchet,1,35,0,0,0,57,71
4,42,ground,Splint,1,0,2,0,0,53,97
4,42,wall,Hatchet,1,35,0,0,0,29,7
4,42,wall,Blunderbuss,1,0,0,2,14,58,118
4,43,stored,Stick,1,18,0,0,0,56,34
4,43,ground,Stick,1,18,0,0,0,35,81
4,43,ground,Torch,1,90,0,0,0,35,104
4,43,ground,Rope Hook,1,0,24,0,0,36,104
4,43,ground,Torch,1,90,0,0,0,13,101
4,43,ground,Hatchet,1,35,0,0,0,83,59
4,43,ground,Torch,1,90,0,0,0,83,60
4,43,ground,Digging Claws,1,200,0,0,0,83,29
4,43,ground,Root Drill,1,0,3,0,0,83,28
4,43,ground,Fungal Bread,2,0,0,0,0,78,63
4,43,ground,Firecracker,2,0,0,0,0,83,36
4,43,ground,Fungal Bread,2,0,0,0,0,81,27
4,43,ground,Buckler,1,30,0,0,0,32,30
4,43,ground,Rake,1,400,0,0,0,34,58
4,43,ground,Herb Bag,1,0,4,0,0,32,59
4,43,ground,Flint Knife,1,60,0,0,0,55,31
4,43,ground,Bandage,2,0,0,0,0,52,36
4,43,ground,Bandage,2,0,0,0,0,29,36
4,43,ground,Pocket Door,1,0,2,0,0,35,8
4,43,ground,Ammo,1,0,0,0,0,38,10
4,43,ground,Ammo,1,0,0,0,0,12,123
4,43,ground,Ammo,1,0,0,0,0,101,8
4,43,carried,Buckler,1,30,0,0,0,25,33
4,43,ground,Sap jar,2,0,0,0,0,5,77
4,43,ground,Water flask,2,0,0,0,0,58,57
4,43,ground,Sap jar,2,0,0,0,0,39,40
4,43,wall,Stick,1,18,0,0,0,42,59
4,43,wall,Pickaxe,1,32,0,0,0,26,127
4,44,stored,Crossbow,1,0,0,1,16,34,101
4,44,ground,Stick,1,18,0,0,0,35,80
4,44,ground,Rope Snare,2,0,0,0,0,81,47
4,44,ground,Hatchet,1,35,0,0,0,29,119
4,44,ground,Torch,1,90,0,0,0,29,118
4,44,ground,Pickaxe,1,32,0,0,0,29,147
4,44,ground,Root Drill,1,0,3,0,0,28,147
4,44,carried,Buckler,1,30,0,0,0,26,132
4,44,carried,Buckler,1,30,0,0,0,33,139
4,44,ground,Fungal Bread,2,0,0,0,0,31,122
4,44,ground,River Fish,5,0,0,0,0,78,104
4,44,ground,River Fish,6,0,0,0,0,82,121
4,44,carried,Buckler,1,30,0,0,0,16,125
4,44,ground,Throwing Rock,3,0,0,0,0,56,63
4,44,ground,Resin Glue,1,0,0,0,0,55,83
4,44,ground,Herb Bag,1,0,4,0,0,55,81
4,44,ground,Seed Bag,1,0,6,0,0,84,82
4,44,ground,Ammo,1,0,0,0,0,99,57
4,44,ground,Ammo,1,0,0,0,0,33,102
4,44,ground,Medkit,1,0,0,0,0,99,29
4,44,ground,Seed Bag,1,0,6,0,0,95,80
4,44,ground,Ammo,1,0,0,0,0,99,80
4,44,ground,Bandage,2,0,0,0,0,93,30
4,44,ground,Ammo,1,0,0,0,0,105,34
4,44,ground,River Fish,4,0,0,0,0,79,81
4,44,ground,River Fish,5,0,0,0,0,73,61
4,44,ground,River Fish,4,0,0,0,0,57,51
4,44,ground,River Fish,2,0,0,0,0,51,33
4,44,ground,River Fish,2,0,0,0,0,52,16
4,44,ground,Cooked Meat,2,0,0,0,0,79,72
4,44,ground,Cooked Meat,2,0,0,0,0,85,91
4,44,wall,Water flask,2,0,0,0,0,8,119
4,45,stored,Hatchet,1,35,0,0,0,121,13
4,45,ground,Stick,1,18,0,0,0,57,37
4,45,ground,Digging Claws,1,200,0,0,0,13,66
4,45,ground,Wolf Whistle,1,0,8,0,0,25,63
4,45,ground,Water flask,2,0,0,0,0,33,61
4,45,ground,Rake,1,400,0,0,0,10,67
4,45,ground,River Fish,5,0,0,0,0,34,39
4,45,ground,Bow,1,0,0,20,0,5,28
4,45,ground,Flint Knife,1,60,0,0,0,56,53
4,45,ground,Hatchet,1,35,0,0,0,82,37
4,45,ground,Torch,1,90,0,0,0,81,37
4,45,ground,Bow,1,0,0,20,0,82,8
4,45,ground,Root Drill,1,0,3,0,0,82,7
4,45,carried,Buckler,1,30,0,0,0,85,36
4,45,carried,Buckler,1,30,0,0,0,84,33
4,45,ground,Fungal Bread,2,0,0,0,0,76,15
4,45,ground,Fungal Bread,2,0,0,0,0,80,26
4,45,ground,River Fish,5,0,0,0,0,125,59
4,45,ground,River Fish,6,0,0,0,0,98,10
4,45,ground,Bow,1,0,0,20,0,99,55
4,45,ground,Bird Seed,1,0,0,0,0,99,53
4,45,ground,Bandage,2,0,0,0,0,92,58
4,45,ground,Mushroom spores,2,0,0,0,0,121,52
4,45,ground,Bandage,2,0,0,0,0,61,74
4,45,ground,Medkit,1,0,0,0,0,60,104
4,45,ground,Blink Seed,2,0,0,0,0,130,82
4,45,ground,Ammo,1,0,0,0,0,115,78
4,45,ground,Ammo,1,0,0,0,0,62,98
4,45,stored,Spring Trap,2,0,0,0,0,117,57
4,45,stored,Raw Meat,2,0,0,0,0,125,51
4,45,stored,Digging Claws,1,200,0,0,0,120,60
4,45,stored,Fried Egg,2,0,0,0,0,77,6
4,45,stored,Bow,1,0,0,20,0,85,5
4,45,stored,Rake,1,400,0,0,0,100,5
4,45,wall,Cooked Meat,2,0,0,0,0,106,59
4,45,wall,Throwing Rock,3,0,0,0,0,62,84
4,46,stored,Hunting Spear,1,45,0,0,0,34,35
4,46,ground,Stick,1,18,0,0,0,78,81
4,46,ground,River Fish,6,0,0,0,0,80,54
4,46,ground,Fishing Line,1,0,20,0,0,80,53
4,46,ground,River Fish,6,0,0,0,0,80,32
4,46,ground,Hatchet,1,35,0,0,0,36,38
4,46,ground,Raw Meat,1,0,0,0,0,37,27
4,46,carried,Buckler,1,30,0,0,0,96,55
4,46,ground,Thorn Caltrops,2,0,0,0,0,36,55
4,46,ground,Rope Hook,1,0,24,0,0,77,103
4,46,ground,Ammo,1,0,0,0,0,81,95
4,46,ground,Water flask,2,0,0,0,0,32,76
4,46,ground,Ammo,1,0,0,0,0,34,63
4,46,ground,Herb Bag,1,0,4,0,0,54,62
4,46,ground,Ammo,1,0,0,0,0,62,97
4,46,ground,Medkit,1,0,0,0,0,99,49
4,46,ground,Herb Bag,1,0,4,0,0,34,29
4,46,ground,Ammo,1,0,0,0,0,102,34
4,46,ground,Ammo,1,0,0,0,0,103,52
4,46,ground,River Fish,4,0,0,0,0,61,72
4,46,ground,River Fish,4,0,0,0,0,74,62
4,46,ground,River Fish,4,0,0,0,0,86,52
4,46,ground,Rake,1,400,0,0,0,104,40
4,46,ground,Pickaxe,1,32,0,0,0,99,7
4,46,ground,Hunting Spear,1,45,0,0,0,94,34
4,46,ground,Pitch Bomb,2,0,0,0,0,39,47
4,46,wall,Sleep Meds,3,0,0,0,0,64,55
4,47,stored,Blunderbuss,1,0,0,2,14,35,57
4,47,ground,Stick,1,18,0,0,0,77,37
4,47,ground,River Fish,5,0,0,0,0,82,57
4,47,ground,Throwing Net,2,0,0,0,0,74,71
4,47,ground,Pickaxe,1,32,0,0,0,121,73
4,47,ground,Rope Hook,1,0,24,0,0,122,73
4,47,ground,Torch,1,90,0,0,0,99,79
4,47,ground,Stick,1,18,0,0,0,55,75
4,47,ground,Digging Claws,1,200,0,0,0,64,54
4,47,ground,Fungal Bread,1,0,0,0,0,53,56
4,47,ground,Hatchet,1,35,0,0,0,16,30
4,47,ground,Torch,1,90,0,0,0,16,29
4,47,ground,Hunting Spear,1,45,0,0,0,16,59
4,47,ground,Root Drill,1,0,3,0,0,16,60
4,47,carried,Buckler,1,30,0,0,0,13,53
4,47,ground,Firecracker,2,0,0,0,0,8,35
4,47,ground,Firecracker,2,0,0,0,0,15,62
4,47,ground,Smoke pot,2,0,0,0,0,63,30
4,47,ground,Bird Seed,1,0,0,0,0,61,35
4,47,ground,Herb Bag,1,0,4,0,0,54,33
4,47,ground,Spring Trap,2,0,0,0,0,35,28
4,47,ground,Fungal Bread,1,0,0,0,0,38,28
4,47,ground,Medkit,1,0,0,0,0,39,97
4,47,ground,Ammo,1,0,0,0,0,39,17
4,47,ground,Ammo,1,0,0,0,0,33,95
4,48,stored,Bow,1,0,0,20,0,11,12
4,48,ground,Stick,1,18,0,0,0,78,79
4,48,ground,River Fish,5,0,0,0,0,32,81
4,48,ground,Cooked Meat,2,0,0,0,0,60,74
4,48,ground,Torch,1,90,0,0,0,47,78
4,48,ground,Flint Knife,1,60,0,0,0,35,38
4,48,ground,Hatchet,1,35,0,0,0,45,31
4,48,ground,Torch,1,90,0,0,0,29,40
4,48,ground,Bear Trap,2,0,0,0,0,81,9
4,48,ground,Thorn Caltrops,1,0,0,0,0,84,30
4,48,ground,Lighter,1,0,20,0,0,70,12
4,48,ground,Ammo,1,0,0,0,0,69,15
4,48,ground,Bandage,2,0,0,0,0,35,16
4,48,ground,Rabbit Charm,1,0,0,0,0,59,7
4,48,ground,Ammo,1,0,0,0,0,64,9
4,48,ground,Bandage,2,0,0,0,0,32,50
4,48,ground,Ammo,1,0,0,0,0,3,13
4,48,ground,Medkit,1,0,0,0,0,11,76
4,48,ground,Ammo,1,0,0,0,0,14,73
4,48,ground,River Fish,2,0,0,0,0,90,89
4,48,ground,River Fish,2,0,0,0,0,90,103
4,48,wall,Pickaxe,1,32,0,0,0,81,45
4,48,wall,Mushroom spores,2,0,0,0,0,23,79
4,49,stored,Stick,1,18,0,0,0,101,56
4,49,ground,Stick,1,18,0,0,0,33,80
4,49,ground,Flint Knife,1,60,0,0,0,81,12
4,49,ground,Rope Hook,1,0,24,0,0,82,12
4,49,ground,Torch,1,90,0,0,0,78,35
4,49,carried,Buckler,1,30,0,0,0,53,72
4,49,ground,Pickaxe,1,32,0,0,0,12,75
4,49,ground,Rake,1,400,0,0,0,56,72
4,49,ground,Herb Bag,1,0,4,0,0,53,77
4,49,ground,Torch,1,90,0,0,0,52,54
4,49,ground,Bandage,2,0,0,0,0,75,106
4,49,ground,Ammo,1,0,0,0,0,14,73
4,49,ground,Ammo,1,0,0,0,0,104,28
4,49,ground,Medkit,1,0,0,0,0,96,8
4,49,ground,Ammo,1,0,0,0,0,94,13
4,49,ground,River Fish,5,0,0,0,0,81,27
4,49,ground,River Fish,3,0,0,0,0,74,44
4,49,ground,Herb Bag,1,0,4,0,0,12,84
4,50,stored,Wooden Maul,1,24,0,0,0,33,35
4,50,ground,Stick,1,18,0,0,0,78,81
4,50,ground,Flint Knife,1,60,0,0,0,59,99
4,50,ground,Rope Hook,1,0,24,0,0,60,99
4,50,ground,Torch,1,90,0,0,0,56,79
4,50,ground,River Fish,3,0,0,0,0,78,102
4,50,ground,Sleep Meds,3,0,0,0,0,83,116
4,50,ground,Rope Hook,1,0,24,0,0,79,30
4,50,ground,Ammo,1,0,0,0,0,70,36
4,50,ground,Water flask,2,0,0,0,0,71,100
4,50,ground,Fungal Bread,1,0,0,0,0,64,35
4,50,ground,Ammo,1,0,0,0,0,27,32
4,50,ground,Bandage,2,0,0,0,0,58,52
4,50,ground,Ammo,1,0,0,0,0,36,58
4,50,ground,Fungal Bread,1,0,0,0,0,101,101
4,50,ground,Ammo,1,0,0,0,0,98,36
4,50,ground,Ammo,1,0,0,0,0,36,3
4,50,stored,Rake,1,400,0,0,0,76,30
4,50,stored,Lighter,1,0,20,0,0,76,96
4,50,ground,Resin Glue,1,0,0,0,0,85,97
4,50,ground,Blink Seed,2,0,0,0,0,104,105
4,50,ground,Throwing Net,2,0,0,0,0,79,62
4,50,ground,Thunder Acorn,2,0,0,0,0,83,36
4,50,ground,Fried Egg,2,0,0,0,0,30,62
4,51,stored,Hatchet,1,35,0,0,0,55,57
4,51,ground,Stick,1,18,0,0,0,77,81
4,51,ground,River Fish,5,0,0,0,0,80,48
4,51,ground,Hatchet,1,35,0,0,0,71,28
4,51,ground,Bow,1,0,0,20,0,83,144
4,51,ground,Throwing Net,2,0,0,0,0,84,144
4,51,ground,Torch,1,90,0,0,0,79,122
4,51,ground,Bow,1,0,0,20,0,99,120
4,51,ground,Bandage,3,0,0,0,0,104,79
4,51,ground,Hatchet,1,35,0,0,0,38,39
4,51,ground,Torch,1,90,0,0,0,38,40
4,51,ground,Wooden Maul,1,24,0,0,0,38,9
4,51,ground,Root Drill,1,0,3,0,0,38,8
4,51,carried,Buckler,1,30,0,0,0,31,6
4,51,ground,Firecracker,2,0,0,0,0,33,7
4,51,ground,Firecracker,2,0,0,0,0,27,36
4,51,ground,Firecracker,2,0,0,0,0,33,35
4,51,ground,River Fish,6,0,0,0,0,56,28
4,51,ground,Hatchet,1,35,0,0,0,49,70
4,51,ground,Bird Seed,1,0,0,0,0,55,55
4,51,ground,Herb Bag,1,0,4,0,0,59,51
4,51,ground,Mushroom spores,2,0,0,0,0,34,63
4,51,ground,Medkit,1,0,0,0,0,10,31
4,51,ground,Bow,1,0,0,20,0,16,71
4,51,ground,Ammo,1,0,0,0,0,18,75
4,51,ground,Bandage,2,0,0,0,0,20,34
4,51,ground,Ammo,1,0,0,0,0,18,34
4,51,ground,River Fish,2,0,0,0,0,48,67
4,51,ground,River Fish,2,0,0,0,0,68,92
4,51,ground,River Fish,3,0,0,0,0,77,106
4,51,ground,River Fish,4,0,0,0,0,86,119
4,51,ground,Mushroom spores,2,0,0,0,0,21,54
4,51,ground,Seed Bag,1,0,6,0,0,16,62
4,51,wall,Pitch Bomb,2,0,0,0,0,90,101
4,52,stored,Bow,1,0,0,20,0,33,56
4,52,ground,Stick,1,18,0,0,0,79,58
4,52,carried,Buckler,1,30,0,0,0,73,79
4,52,carried,Buckler,1,30,0,0,0,73,81
4,52,ground,Hunting Spear,1,45,0,0,0,65,93
4,52,ground,Torch,1,90,0,0,0,115,31
4,52,ground,Pitch Bomb,2,0,0,0,0,122,30
4,52,ground,River Fish,5,0,0,0,0,36,75
4,52,ground,Fishing Line,1,0,20,0,0,33,75
4,52,carried,Buckler,1,30,0,0,0,107,14
4,52,carried,Buckler,1,30,0,0,0,75,120
4,52,ground,Seed Bag,1,0,6,0,0,74,90
4,52,ground,Water flask,2,0,0,0,0,54,54
4,52,ground,Ammo,1,0,0,0,0,53,57
4,52,ground,Ammo,1,0,0,0,0,82,33
4,52,ground,Bird Seed,1,0,0,0,0,39,57
4,52,ground,Fungal Bread,1,0,0,0,0,37,57
4,52,ground,Bandage,2,0,0,0,0,39,106
4,52,ground,Herb Bag,1,0,4,0,0,7,84
4,52,ground,Ammo,1,0,0,0,0,29,118
4,52,ground,River Fish,2,0,0,0,0,52,99
4,52,ground,Lighter,1,0,20,0,0,96,73
4,52,ground,Rake,1,400,0,0,0,37,96
4,52,wall,Rope Hook,1,0,24,0,0,102,21
4,52,wall,Fried Egg,2,0,0,0,0,95,107
4,53,stored,Hatchet,1,35,0,0,0,33,121
4,53,ground,Stick,1,18,0,0,0,77,59
4,53,ground,Rope Hook,1,0,24,0,0,74,7
4,53,ground,Ammo,1,0,0,0,0,82,78
4,53,ground,Lighter,1,0,20,0,0,71,37
4,53,ground,Herb Bag,1,0,4,0,0,70,37
4,53,ground,Ammo,1,0,0,0,0,57,92
4,53,ground,Stick,1,18,0,0,0,78,118
4,53,ground,Fungal Bread,1,0,0,0,0,81,120
4,53,ground,Ammo,1,0,0,0,0,33,98
4,53,ground,Medkit,1,0,0,0,0,19,122
4,53,ground,Ammo,1,0,0,0,0,73,15
4,53,ground,Ammo,1,0,0,0,0,9,103
4,53,ground,River Fish,2,0,0,0,0,82,111
4,53,ground,River Fish,3,0,0,0,0,46,97
4,53,ground,River Fish,2,0,0,0,0,17,70
4,53,ground,Mushroom spores,2,0,0,0,0,35,104
4,53,wall,Spring Trap,2,0,0,0,0,52,88
4,54,stored,Stick,1,18,0,0,0,57,33
4,54,ground,Stick,1,18,0,0,0,77,59
4,54,ground,Torch,1,90,0,0,0,126,57
4,54,ground,Throwing Net,2,0,0,0,0,127,57
4,54,ground,Torch,1,90,0,0,0,121,78
4,54,carried,Buckler,1,30,0,0,0,15,55
4,54,ground,Pickaxe,1,32,0,0,0,80,51
4,54,ground,Wolf Whistle,1,0,8,0,0,75,73
4,54,ground,Bandage,2,0,0,0,0,73,83
4,54,ground,Rake,1,400,0,0,0,53,77
4,54,ground,Bandage,2,0,0,0,0,53,73
4,54,ground,Bandage,2,0,0,0,0,83,31
4,54,ground,Ammo,1,0,0,0,0,31,77
4,54,ground,Ammo,1,0,0,0,0,76,16
4,54,ground,Ammo,1,0,0,0,0,6,75
4,54,ground,Ammo,1,0,0,0,0,59,41
4,54,ground,Ammo,1,0,0,0,0,37,36
4,54,ground,River Fish,5,0,0,0,0,7,73
4,54,ground,Hunting Horn,1,0,8,0,0,70,71
4,54,wall,Fried Egg,2,0,0,0,0,44,76
4,55,stored,Hunting Spear,1,45,0,0,0,57,35
4,55,ground,Stick,1,18,0,0,0,77,81
4,55,ground,Hatchet,1,35,0,0,0,37,33
4,55,ground,Rope Hook,1,0,24,0,0,38,33
4,55,ground,Torch,1,90,0,0,0,33,57
4,55,ground,Flint Knife,1,60,0,0,0,99,57
4,55,ground,Lighter,1,0,20,0,0,87,54
4,55,carried,Buckler,1,30,0,0,0,14,102
4,55,ground,Wooden Maul,1,24,0,0,0,30,47
4,55,ground,Rake,1,400,0,0,0,54,82
4,55,ground,Fungal Bread,1,0,0,0,0,54,77
4,55,ground,Splint,1,0,2,0,0,51,53
4,55,ground,Ammo,1,0,0,0,0,52,51
4,55,ground,Sleep Meds,3,0,0,0,0,38,86
4,55,ground,Ammo,1,0,0,0,0,38,81
4,55,ground,Ammo,1,0,0,0,0,51,38
4,55,ground,Ammo,1,0,0,0,0,75,35
4,55,ground,Herb Bag,1,0,4,0,0,75,10
4,55,ground,Medkit,1,0,0,0,0,17,101
4,55,ground,Ammo,1,0,0,0,0,12,99
4,55,ground,River Fish,4,0,0,0,0,61,28
4,55,ground,River Fish,2,0,0,0,0,79,30
4,55,ground,River Fish,4,0,0,0,0,84,44
4,55,ground,Pickaxe,1,32,0,0,0,69,6
4,55,ground,Water flask,2,0,0,0,0,69,18
4,55,wall,Boomerang,1,0,0,0,0,59,44
4,56,stored,Bow,1,0,0,20,0,12,78
4,56,ground,Stick,1,18,0,0,0,78,79
4,56,ground,Torch,1,90,0,0,0,74,28
4,56,ground,Rope Snare,2,0,0,0,0,48,83
4,56,ground,Buckler,1,30,0,0,0,53,80
4,56,ground,River Fish,5,0,0,0,0,87,107
4,56,ground,Crossbow,1,0,0,1,16,56,103
4,56,ground,Hand Bell,1,0,80,0,0,72,96
4,56,ground,Lighter,1,0,20,0,0,48,101
4,56,carried,Buckler,1,30,0,0,0,87,53
4,56,ground,Acorn Mine,2,0,0,0,0,17,78
4,56,ground,Sap jar,1,0,0,0,0,74,53
4,56,ground,Splint,1,0,2,0,0,32,25
4,56,ground,Ammo,1,0,0,0,0,31,38
4,56,ground,Boomerang,1,0,0,0,0,39,98
4,56,ground,Ammo,1,0,0,0,0,37,96
4,56,ground,Ammo,1,0,0,0,0,14,81
4,56,ground,Medkit,1,0,0,0,0,7,100
4,56,ground,Bandage,2,0,0,0,0,12,96
4,56,ground,Bandage,2,0,0,0,0,13,96
4,56,ground,Ammo,1,0,0,0,0,13,105
4,56,ground,River Fish,4,0,0,0,0,63,60
4,56,ground,River Fish,2,0,0,0,0,70,72
4,56,ground,River Fish,3,0,0,0,0,77,84
4,56,ground,River Fish,4,0,0,0,0,88,92
4,56,ground,Mushroom spores,2,0,0,0,0,72,87
4,57,stored,Torch,1,90,0,0,0,78,79
4,57,ground,Stick,1,18,0,0,0,56,57
4,57,ground,River Fish,5,0,0,0,0,84,37
4,57,ground,Hunting Spear,1,45,0,0,0,94,32
4,57,ground,Hatchet,1,35,0,0,0,84,40
4,57,ground,Chili,1,0,0,0,0,102,37
4,57,ground,Hatchet,1,35,0,0,0,57,30
4,57,ground,Rope Hook,1,0,24,0,0,58,30
4,57,ground,Torch,1,90,0,0,0,35,35
4,57,carried,Buckler,1,30,0,0,0,36,60
4,57,carried,Buckler,1,30,0,0,0,19,56
4,57,ground,Bomb,2,0,0,0,0,112,33
4,57,ground,Rake,1,400,0,0,0,86,57
4,57,ground,Fungal Bread,1,0,0,0,0,77,55
4,57,ground,Lighter,1,0,20,0,0,77,74
4,57,ground,Ammo,1,0,0,0,0,101,76
4,57,ground,Ammo,1,0,0,0,0,125,77
4,57,ground,Cooked Meat,2,0,0,0,0,76,104
4,57,ground,Ammo,1,0,0,0,0,80,93
4,57,ground,Bandage,2,0,0,0,0,37,50
4,57,ground,Fungal Bread,1,0,0,0,0,85,14
4,57,ground,Ammo,1,0,0,0,0,118,102
4,57,ground,Ammo,1,0,0,0,0,107,59
4,57,ground,River Fish,3,0,0,0,0,72,19
4,57,ground,River Fish,4,0,0,0,0,71,7
4,57,ground,River Fish,5,0,0,0,0,81,3
4,57,stored,Spring Trap,2,0,0,0,0,119,81
4,57,stored,Water flask,2,0,0,0,0,123,79
